,country_id,country,year,main_mean,actuals_last_12months
31,35,Antigua and Barbuda,2025,0.2261,0.0
40,45,Portugal,2025,0.2258,0.0
18,20,Grenada,2025,0.2248,0.0
32,36,St. Kitts and Nevis,2025,0.224,0.0
4,5,Samoa,2025,0.22240000000000001,0.0
129,171,New Zealand,2025,0.218,0.0
36,40,Cape Verde,2025,0.21610000000000001,0.0
5,6,Tonga,2025,0.2158,0.0
35,39,United Kingdom,2025,0.2148,0.0
33,37,Iceland,2025,0.2135,0.0
80,108,Netherlands,2025,0.21259999999999998,0.0
62,84,Croatia,2025,0.2109,0.0
132,174,Seychelles,2025,0.2104,0.0
23,26,Bahamas,2025,0.2102,0.0
19,21,St. Lucia,2025,0.2101,0.0
105,140,Brunei,2025,0.2073,0.0
86,114,Lithuania,2025,0.2027,0.0
20,22,St. Vincent and the Grenadines,2025,0.2021,0.0
85,113,Latvia,2025,0.2015,0.0
133,176,Timor Leste,2025,0.2004,0.0
65,87,Malta,2025,0.1975,0.0
67,90,Cyprus,2025,0.1946,0.0
79,107,Luxembourg,2025,0.1916,0.0
16,18,Barbados,2025,0.1865,0.0
64,86,Macedonia,2025,0.1808,0.0
108,144,Palau,2025,0.1802,0.0
113,152,Marshall Is.,2025,0.1764,0.0
114,153,Micronesia,2025,0.1759,0.0
83,111,Estonia,2025,0.175,0.0
