,country_id,country,year,main_mean
653,179,Papua New Guinea,2025,2.4248000000000003
225,62,Jordan,2025,2.4066
565,156,Rwanda,2025,2.2462999999999997
573,158,Zimbabwe,2025,2.1551
181,48,Guinea,2025,1.9577
209,56,Eritrea,2025,1.9125
513,143,North Korea,2025,1.8706999999999998
605,166,Congo,2025,1.8084
121,32,Honduras,2025,1.7871000000000001
161,42,Ghana,2025,1.5604
577,159,Comoros,2025,1.3723
349,100,Hungary,2025,1.3149
29,8,Bolivia,2025,1.2337
645,177,Australia,2025,1.2197
57,16,Guatemala,2025,1.2122
9,3,Trinidad and Tobago,2025,1.2046999999999999
409,116,Romania,2025,1.1783000000000001
585,161,Malawi,2025,1.1635
385,110,Belarus,2025,1.0959
193,52,Senegal,2025,1.0678
461,129,Kuwait,2025,0.9962
197,53,Sierra Leone,2025,0.9561
433,122,Turkmenistan,2025,0.9366
321,92,Georgia,2025,0.9066
101,27,Belize,2025,0.8935
617,169,Gabon,2025,0.8867
313,89,Bulgaria,2025,0.8622
685,205,Malaysia,2025,0.8429
437,123,Uzbekistan,2025,0.8225
117,31,El Salvador,2025,0.7953
357,102,Slovakia,2025,0.7933
473,132,United Arab Emirates,2025,0.7913
465,130,Qatar,2025,0.7871
533,148,Laos,2025,0.7436
501,139,Bhutan,2025,0.7223999999999999
1,1,Guyana,2025,0.6952
25,7,Argentina,2025,0.6679
265,76,Equatorial Guinea,2025,0.6583
217,58,Mongolia,2025,0.6415
725,232,Kosovo,2025,0.5751000000000001
93,25,Jamaica,2025,0.5561
85,23,Dominican Republic,2025,0.5491
45,12,Paraguay,2025,0.5277000000000001
557,154,Botswana,2025,0.5222
545,151,Vietnam,2025,0.504
5,2,Suriname,2025,0.5024
125,33,Nicaragua,2025,0.4979
325,93,Greece,2025,0.4926
393,112,Finland,2025,0.4918
233,64,Norway,2025,0.4656
453,127,Bahrain,2025,0.46540000000000004
341,98,Czech Republic,2025,0.4622
109,29,Costa Rica,2025,0.4576
229,63,Kazakhstan,2025,0.452
369,105,France,2025,0.4376
529,147,Cambodia,2025,0.4353
53,14,Uruguay,2025,0.427
485,135,Nepal,2025,0.4239
241,66,Sweden,2025,0.4197
621,170,Namibia,2025,0.41659999999999997
281,80,Sao Tome and Principe,2025,0.4104
185,49,Guinea-Bissau,2025,0.4074
129,34,Panama,2025,0.3939
145,38,Ireland,2025,0.3769
429,121,Sri Lanka,2025,0.3744
113,30,Cuba,2025,0.3688
581,160,Lesotho,2025,0.3685
729,233,Serbia,2025,0.3631
633,173,Mauritius,2025,0.3453
405,115,Moldova,2025,0.3371
665,182,Vanuatu,2025,0.32630000000000003
525,146,South Korea,2025,0.3113
613,168,Fiji,2025,0.3057
381,109,Switzerland,2025,0.3018
673,184,Germany,2025,0.2996
165,43,Liberia,2025,0.296
337,97,Austria,2025,0.2798
509,142,Japan,2025,0.2777
345,99,Denmark,2025,0.2761
361,103,Slovenia,2025,0.2728
269,77,Kiribati,2025,0.2723
649,178,Nauru,2025,0.27190000000000003
365,104,Belgium,2025,0.2694
689,206,Singapore,2025,0.2649
669,183,Canada,2025,0.2591
301,85,Italy,2025,0.2578
721,231,Montenegro,2025,0.2575
417,118,Maldives,2025,0.2559
173,46,Spain,2025,0.2539
661,181,Tuvalu,2025,0.2445
201,54,The Gambia,2025,0.2422
657,180,Solomon Is.,2025,0.2371
69,19,Dominica,2025,0.2367
289,82,Albania,2025,0.2357
293,83,Bosnia and Herzegovina,2025,0.23349999999999999
133,35,Antigua and Barbuda,2025,0.2261
169,45,Portugal,2025,0.2258
73,20,Grenada,2025,0.2248
137,36,St. Kitts and Nevis,2025,0.224
17,5,Samoa,2025,0.22240000000000001
625,171,New Zealand,2025,0.218
153,40,Cape Verde,2025,0.21610000000000001
21,6,Tonga,2025,0.2158
149,39,United Kingdom,2025,0.2148
141,37,Iceland,2025,0.2135
377,108,Netherlands,2025,0.21259999999999998
297,84,Croatia,2025,0.2109
637,174,Seychelles,2025,0.2104
97,26,Bahamas,2025,0.2102
77,21,St. Lucia,2025,0.2101
505,140,Brunei,2025,0.2073
401,114,Lithuania,2025,0.2027
81,22,St. Vincent and the Grenadines,2025,0.2021
397,113,Latvia,2025,0.2015
641,176,Timor Leste,2025,0.2004
309,87,Malta,2025,0.1975
317,90,Cyprus,2025,0.1946
373,107,Luxembourg,2025,0.1916
65,18,Barbados,2025,0.1865
305,86,Macedonia,2025,0.1808
517,144,Palau,2025,0.1802
549,152,Marshall Is.,2025,0.1764
553,153,Micronesia,2025,0.1759
389,111,Estonia,2025,0.175
