,country_id,country,year,main_mean,actuals_last_12months
117,82,Albania,2025,0.2091,0.0
118,35,Antigua and Barbuda,2025,0.20879999999999999,0.0
119,36,St. Kitts and Nevis,2025,0.2082,0.0
120,19,Dominica,2025,0.20779999999999998,0.0
121,84,Croatia,2025,0.20600000000000002,0.0
122,77,Kiribati,2025,0.2024,0.0
123,54,The Gambia,2025,0.2016,0.0
124,45,Portugal,2025,0.2008,0.0
125,231,Montenegro,2025,0.1993,0.0
126,178,Nauru,2025,0.199,0.0
127,181,Tuvalu,2025,0.197,0.0
128,20,Grenada,2025,0.1956,0.0
129,39,United Kingdom,2025,0.1949,0.0
130,171,New Zealand,2025,0.1944,0.0
131,140,Brunei,2025,0.19419999999999998,0.0
132,37,Iceland,2025,0.19369999999999998,0.0
133,118,Maldives,2025,0.1931,0.0
134,21,St. Lucia,2025,0.19269999999999998,0.0
135,26,Bahamas,2025,0.19240000000000002,0.0
136,108,Netherlands,2025,0.1918,0.0
137,180,Solomon Is.,2025,0.1905,0.0
138,114,Lithuania,2025,0.18460000000000001,0.0
139,40,Cape Verde,2025,0.1846,0.0
140,6,Tonga,2025,0.1827,0.0
141,22,St. Vincent and the Grenadines,2025,0.1827,0.0
142,5,Samoa,2025,0.1812,0.0
143,174,Seychelles,2025,0.1808,0.0
144,176,Timor Leste,2025,0.1799,0.0
145,113,Latvia,2025,0.1765,0.0
146,107,Luxembourg,2025,0.176,0.0
147,90,Cyprus,2025,0.1755,0.0
148,87,Malta,2025,0.16949999999999998,0.0
149,18,Barbados,2025,0.1679,0.0
150,144,Palau,2025,0.1623,0.0
151,86,Macedonia,2025,0.1614,0.0
152,153,Micronesia,2025,0.1596,0.0
153,152,Marshall Is.,2025,0.1588,0.0
154,111,Estonia,2025,0.1577,0.0
