country_id,country,year,main_mean,actuals_last_12months,predicted_change_in_percent,predicted_violence_category
122,Turkmenistan,2025,0.8931,0.0,,no-conflict
129,Kuwait,2025,0.8531,0.0,,no-conflict
32,Honduras,2025,0.8386,0.0,,no-conflict
123,Uzbekistan,2025,0.8293,0.0,,no-conflict
161,Malawi,2025,0.8284,0.0,,no-conflict
31,El Salvador,2025,0.7464,0.0,,no-conflict
92,Georgia,2025,0.7306,0.0,,no-conflict
102,Slovakia,2025,0.7266,0.0,,no-conflict
89,Bulgaria,2025,0.6798,0.0,,no-conflict
110,Belarus,2025,0.6636,0.0,,no-conflict
7,Argentina,2025,0.6398,0.0,,no-conflict
205,Malaysia,2025,0.6275,0.0,,no-conflict
148,Laos,2025,0.5883,0.0,,no-conflict
169,Gabon,2025,0.5849,0.0,,no-conflict
130,Qatar,2025,0.5087,0.0,,no-conflict
66,Sweden,2025,0.5068,0.0,,no-conflict
1,Guyana,2025,0.5064,0.0,,no-conflict
232,Kosovo,2025,0.4983,0.0,,no-conflict
76,Equatorial Guinea,2025,0.4945,0.0,,no-conflict
58,Mongolia,2025,0.49319999999999997,0.0,,no-conflict
139,Bhutan,2025,0.4823,0.0,,no-conflict
23,Dominican Republic,2025,0.4809,0.0,,no-conflict
112,Finland,2025,0.4592,0.0,,no-conflict
12,Paraguay,2025,0.4475,0.0,,no-conflict
2,Suriname,2025,0.4453,0.0,,no-conflict
64,Norway,2025,0.4393,0.0,,no-conflict
63,Kazakhstan,2025,0.426,0.0,,no-conflict
135,Nepal,2025,0.42,0.0,,no-conflict
14,Uruguay,2025,0.4085,0.0,,no-conflict
33,Nicaragua,2025,0.40359999999999996,0.0,,no-conflict
184,Germany,2025,0.39990000000000003,0.0,,no-conflict
105,France,2025,0.39299999999999996,0.0,,no-conflict
151,Vietnam,2025,0.375,0.0,,no-conflict
38,Ireland,2025,0.36360000000000003,0.0,,no-conflict
80,Sao Tome and Principe,2025,0.3578,0.0,,no-conflict
49,Guinea-Bissau,2025,0.3568,0.0,,no-conflict
147,Cambodia,2025,0.3548,0.0,,no-conflict
93,Greece,2025,0.35409999999999997,0.0,,no-conflict
233,Serbia,2025,0.3489,0.0,,no-conflict
121,Sri Lanka,2025,0.3436,0.0,,no-conflict
34,Panama,2025,0.3372,0.0,,no-conflict
83,Bosnia and Herzegovina,2025,0.3357,0.0,,no-conflict
154,Botswana,2025,0.3317,0.0,,no-conflict
170,Namibia,2025,0.3312,0.0,,no-conflict
29,Costa Rica,2025,0.3279,0.0,,no-conflict
30,Cuba,2025,0.32589999999999997,0.0,,no-conflict
127,Bahrain,2025,0.3126,0.0,,no-conflict
115,Moldova,2025,0.3114,0.0,,no-conflict
97,Austria,2025,0.3099,0.0,,no-conflict
173,Mauritius,2025,0.3061,0.0,,no-conflict
109,Switzerland,2025,0.275,0.0,,no-conflict
146,South Korea,2025,0.2703,0.0,,no-conflict
160,Lesotho,2025,0.262,0.0,,no-conflict
103,Slovenia,2025,0.2602,0.0,,no-conflict
182,Vanuatu,2025,0.2493,0.0,,no-conflict
99,Denmark,2025,0.2491,0.0,,no-conflict
142,Japan,2025,0.2472,0.0,,no-conflict
43,Liberia,2025,0.24710000000000001,0.0,,no-conflict
85,Italy,2025,0.2334,0.0,,no-conflict
104,Belgium,2025,0.231,0.0,,no-conflict
46,Spain,2025,0.2194,0.0,,no-conflict
98,Czech Republic,2025,0.2184,0.0,,no-conflict
183,Canada,2025,0.218,0.0,,no-conflict
206,Singapore,2025,0.214,0.0,,no-conflict
168,Fiji,2025,0.2138,0.0,,no-conflict
82,Albania,2025,0.2091,0.0,,no-conflict
35,Antigua and Barbuda,2025,0.20879999999999999,0.0,,no-conflict
36,St. Kitts and Nevis,2025,0.2082,0.0,,no-conflict
19,Dominica,2025,0.20779999999999998,0.0,,no-conflict
84,Croatia,2025,0.20600000000000002,0.0,,no-conflict
77,Kiribati,2025,0.2024,0.0,,no-conflict
54,The Gambia,2025,0.2016,0.0,,no-conflict
45,Portugal,2025,0.2008,0.0,,no-conflict
231,Montenegro,2025,0.1993,0.0,,no-conflict
178,Nauru,2025,0.199,0.0,,no-conflict
181,Tuvalu,2025,0.197,0.0,,no-conflict
20,Grenada,2025,0.1956,0.0,,no-conflict
39,United Kingdom,2025,0.1949,0.0,,no-conflict
171,New Zealand,2025,0.1944,0.0,,no-conflict
140,Brunei,2025,0.19419999999999998,0.0,,no-conflict
37,Iceland,2025,0.19369999999999998,0.0,,no-conflict
118,Maldives,2025,0.1931,0.0,,no-conflict
21,St. Lucia,2025,0.19269999999999998,0.0,,no-conflict
26,Bahamas,2025,0.19240000000000002,0.0,,no-conflict
108,Netherlands,2025,0.1918,0.0,,no-conflict
180,Solomon Is.,2025,0.1905,0.0,,no-conflict
114,Lithuania,2025,0.18460000000000001,0.0,,no-conflict
40,Cape Verde,2025,0.1846,0.0,,no-conflict
6,Tonga,2025,0.1827,0.0,,no-conflict
22,St. Vincent and the Grenadines,2025,0.1827,0.0,,no-conflict
5,Samoa,2025,0.1812,0.0,,no-conflict
174,Seychelles,2025,0.1808,0.0,,no-conflict
176,Timor Leste,2025,0.1799,0.0,,no-conflict
113,Latvia,2025,0.1765,0.0,,no-conflict
107,Luxembourg,2025,0.176,0.0,,no-conflict
90,Cyprus,2025,0.1755,0.0,,no-conflict
87,Malta,2025,0.16949999999999998,0.0,,no-conflict
18,Barbados,2025,0.1679,0.0,,no-conflict
144,Palau,2025,0.1623,0.0,,no-conflict
86,Macedonia,2025,0.1614,0.0,,no-conflict
153,Micronesia,2025,0.1596,0.0,,no-conflict
152,Marshall Is.,2025,0.1588,0.0,,no-conflict
111,Estonia,2025,0.1577,0.0,,no-conflict
